AirlineCode,AirlineName,AirportCode,AirportName,Count_Arrivals,Count_ArrFlights_Delayed15PlusMin,Count_Airline_Delay,Count_Weather_Delay,Count_NAS_Delay,Count_Security_Delay,Count_LateAircraft_Delay,Count_Arrivals_Cancelled,Count_Arrivals_Diverted,TotalMinutes_Arrivals_Delay,TotalMinutes_Airline_Delay,TotalMinutes_Weather_Delay,TotalMinutes_NAS_Delay,TotalMinutes_Security_Delay,TotalMinutes_LateAircraft_Delay
OO,SkyWest Airlines Inc. (United Airlines),MSN,"Madison, WI: Dane County Regional-Truax Field",186,30,17.65999984741211,2.380000114440918,5.429999828338623,0,4.53000020980835,0,0,2983,2268,117,286,0,312
OO,SkyWest Airlines Inc. (United Airlines),MSO,"Missoula, MT: Missoula Montana",80,6,3.4700000286102295,1,0.5899999737739563,0,0.9399999976158142,0,0,494,424,29,26,0,15
OO,SkyWest Airlines Inc. (United Airlines),MSP,"Minneapolis, MN: Minneapolis-St Paul International",2204,251,139.0399932861328,70.19999694824219,39.75,0,2,36,1,25205,15918,6904,2307,0,76
OO,SkyWest Airlines Inc. (United Airlines),MTJ,"Montrose/Delta, CO: Montrose Regional",106,16,4.820000171661377,1.8700000047683716,7.449999809265137,0,1.8600000143051147,1,0,780,267,155,289,0,69
OO,SkyWest Airlines Inc. (United Airlines),OAK,"Oakland, CA: Metro Oakland International",187,29,14.300000190734863,4.440000057220459,4.369999885559082,1,4.900000095367432,1,0,1347,545,230,333,54,185
OO,SkyWest Airlines Inc. (United Airlines),OKC,"Oklahoma City, OK: Will Rogers World",443,52,25.360000610351562,5.420000076293945,12.09000015258789,0,9.140000343322754,4,0,2949,1434,339,451,0,725
OO,SkyWest Airlines Inc. (United Airlines),OMA,"Omaha, NE: Eppley Airfield",341,55,39.11000061035156,4.010000228881836,10.319999694824219,0.550000011920929,1,1,0,2933,2337,146,397,36,17
OO,SkyWest Airlines Inc. (United Airlines),ONT,"Ontario, CA: Ontario International",142,22,8.869999885559082,1,8.1899995803833,0,3.940000057220459,1,0,1420,566,53,428,0,373
OO,SkyWest Airlines Inc. (United Airlines),ORD,"Chicago, IL: Chicago O'Hare International",3986,603,234.80999755859375,44.869998931884766,148.1199951171875,5.800000190734863,169.41000366210938,33,9,53848,26900,4588,7396,214,14750
OO,SkyWest Airlines Inc. (United Airlines),OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",19,3,0.5400000214576721,0,1.4600000381469727,0,1,1,2,212,22,0,44,0,146
OO,SkyWest Airlines Inc. (United Airlines),PDX,"Portland, OR: Portland International",933,143,55.279998779296875,7.579999923706055,33.560001373291016,4.78000020980835,41.810001373291016,2,0,7374,2560,391,1547,216,2660
OO,SkyWest Airlines Inc. (United Airlines),PHL,"Philadelphia, PA: Philadelphia International",45,7,5.860000133514404,0.9200000166893005,0.2199999988079071,0,0,0,0,586,506,71,9,0,0
OO,SkyWest Airlines Inc. (United Airlines),PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2171,302,187.85000610351562,24.100000381469727,53.54999923706055,3.2799999713897705,33.22999954223633,10,4,21769,13976,2820,2309,462,2202
OO,SkyWest Airlines Inc. (United Airlines),PIA,"Peoria, IL: General Downing - Peoria International",89,16,6.829999923706055,1,1.8200000524520874,0,6.349999904632568,0,1,1171,631,93,93,0,354
OO,SkyWest Airlines Inc. (United Airlines),PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",53,11,2.950000047683716,1.7300000190734863,4.440000057220459,0,1.8799999952316284,1,0,869,202,338,151,0,178
OO,SkyWest Airlines Inc. (United Airlines),PIH,"Pocatello, ID: Pocatello Regional",62,6,3.990000009536743,1.6299999952316284,0.3799999952316284,0,0,0,0,871,815,43,13,0,0
OO,SkyWest Airlines Inc. (United Airlines),PIT,"Pittsburgh, PA: Pittsburgh International",103,16,8.600000381469727,5.28000020980835,2.119999885559082,0,0,1,0,975,429,438,108,0,0
OO,SkyWest Airlines Inc. (United Airlines),PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",54,9,7.900000095367432,1,0.10000000149011612,0,0,0,0,378,352,22,4,0,0
OO,SkyWest Airlines Inc. (United Airlines),PNS,"Pensacola, FL: Pensacola International",29,4,0.8799999952316284,0.7699999809265137,2.3499999046325684,0,0,0,0,174,36,51,87,0,0
OO,SkyWest Airlines Inc. (United Airlines),PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",62,11,2.0299999713897705,0,3.190000057220459,0,5.769999980926514,2,0,1344,112,0,75,0,1157
OO,SkyWest Airlines Inc. (United Airlines),PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",337,28,13.09000015258789,1.3300000429153442,9.859999656677246,0,3.7100000381469727,2,0,1490,753,71,423,0,243
OO,SkyWest Airlines Inc. (United Airlines),PSP,"Palm Springs, CA: Palm Springs International",523,109,34.15999984741211,4.889999866485596,40.72999954223633,0.9700000286102295,28.25,9,6,6011,1696,276,2192,69,1778
OO,SkyWest Airlines Inc. (United Airlines),PVD,"Providence, RI: Rhode Island Tf Green International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OO,SkyWest Airlines Inc. (United Airlines),PWM,"Portland, ME: Portland International Jetport",31,8,3.5399999618530273,0,1.5800000429153442,0,2.890000104904175,1,0,463,239,0,67,0,157
OO,SkyWest Airlines Inc. (United Airlines),RAP,"Rapid City, SD: Rapid City Regional",146,17,9.4399995803833,0.7599999904632568,4.809999942779541,0,2,4,0,805,335,125,232,0,113
OO,SkyWest Airlines Inc. (United Airlines),RDD,"Redding, CA: Redding Regional",109,15,2.819999933242798,1,10.359999656677246,0,0.8199999928474426,0,0,653,116,60,454,0,23
OO,SkyWest Airlines Inc. (United Airlines),RDM,"Bend/Redmond, OR: Roberts Field",366,51,22.799999237060547,3.6600000858306885,18.34000015258789,0.4399999976158142,5.769999980926514,2,1,2391,827,187,938,7,432
OO,SkyWest Airlines Inc. (United Airlines),RHI,"Rhinelander, WI: Rhinelander/Oneida County",62,4,3,0,1,0,0,2,0,201,98,0,103,0,0
OO,SkyWest Airlines Inc. (United Airlines),RIC,"Richmond, VA: Richmond International",51,5,3,1.0199999809265137,0.9800000190734863,0,0,0,0,365,139,192,34,0,0
OO,SkyWest Airlines Inc. (United Airlines),RIW,"Riverton/Lander, WY: Central Wyoming Regional",40,3,0,1,2,0,0,2,0,166,0,116,50,0,0
OO,SkyWest Airlines Inc. (United Airlines),RKS,"Rock Springs, WY: Southwest Wyoming Regional",40,5,0,0,3,0,2,3,2,248,0,0,71,0,177
OO,SkyWest Airlines Inc. (United Airlines),RNO,"Reno, NV: Reno/Tahoe International",304,38,20.65999984741211,4.409999847412109,7.090000152587891,1,4.840000152587891,2,1,1981,963,293,260,35,430
OO,SkyWest Airlines Inc. (United Airlines),ROA,"Roanoke, VA: Roanoke Blacksburg Regional",61,6,3.3299999237060547,0,2.6700000762939453,0,0,0,0,336,268,0,68,0,0
OO,SkyWest Airlines Inc. (United Airlines),ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",50,2,2,0,0,0,0,0,0,188,188,0,0,0,0
OO,SkyWest Airlines Inc. (United Airlines),RST,"Rochester, MN: Rochester International",79,10,7.260000228881836,0.9300000071525574,1.8200000524520874,0,0,2,0,1450,374,843,233,0,0
OO,SkyWest Airlines Inc. (United Airlines),SAF,"Santa Fe, NM: Santa Fe Municipal",93,10,2,4.650000095367432,1.350000023841858,0,2,1,0,786,101,468,171,0,46
OO,SkyWest Airlines Inc. (United Airlines),SAN,"San Diego, CA: San Diego International",982,242,101.5,9.020000457763672,71.8499984741211,1.2300000190734863,58.40999984741211,6,2,12050,4301,481,3796,98,3374
OO,SkyWest Airlines Inc. (United Airlines),SAT,"San Antonio, TX: San Antonio International",32,6,3.8499999046325684,0,2.1500000953674316,0,0,0,0,377,322,0,55,0,0
OO,SkyWest Airlines Inc. (United Airlines),SAV,"Savannah, GA: Savannah/Hilton Head International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OO,SkyWest Airlines Inc. (United Airlines),SBA,"Santa Barbara, CA: Santa Barbara Municipal",125,21,6.449999809265137,4.989999771118164,2.430000066757202,0.8899999856948853,6.230000019073486,0,1,2957,765,905,116,92,1079
OO,SkyWest Airlines Inc. (United Airlines),SBN,"South Bend, IN: South Bend International",368,71,43.4900016784668,7.389999866485596,12.380000114440918,0,7.739999771118164,1,1,6168,4344,553,665,0,606
OO,SkyWest Airlines Inc. (United Airlines),SBP,"San Luis Obispo, CA: San Luis County Regional",320,49,21.760000228881836,1.840000033378601,16.989999771118164,0,8.40999984741211,5,1,2002,941,178,628,0,255
OO,SkyWest Airlines Inc. (United Airlines),SCE,"State College, PA: University Park",63,6,0.5,0,3.4600000381469727,0,2.0399999618530273,0,0,235,11,0,77,0,147
OO,SkyWest Airlines Inc. (United Airlines),SDF,"Louisville, KY: Louisville Muhammad Ali International",156,19,12.199999809265137,2.8499999046325684,3.950000047683716,0,0,1,1,929,611,157,161,0,0
OO,SkyWest Airlines Inc. (United Airlines),SEA,"Seattle, WA: Seattle/Tacoma International",2101,253,130.19000244140625,25.760000228881836,73.44999694824219,1,22.59000015258789,0,0,12787,6224,1650,3727,76,1110
OO,SkyWest Airlines Inc. (United Airlines),SFO,"San Francisco, CA: San Francisco International",2869,1340,168.3699951171875,31.899999618530273,992.8200073242188,2.1700000762939453,144.74000549316406,41,29,81349,10774,2194,56698,99,11584
OO,SkyWest Airlines Inc. (United Airlines),SGF,"Springfield, MO: Springfield-Branson National",97,15,5.78000020980835,0,5.539999961853027,0,3.680000066757202,1,0,643,328,0,187,0,128
OO,SkyWest Airlines Inc. (United Airlines),SGU,"St. George, UT: St George Regional",224,21,13.270000457763672,1.1200000047683716,3.609999895095825,0,3,2,1,1117,770,90,156,0,101
OO,SkyWest Airlines Inc. (United Airlines),SHR,"Sheridan, WY: Sheridan County",62,5,1.4199999570846558,0,3.25,0,0.33000001311302185,3,0,173,90,0,77,0,6
OO,SkyWest Airlines Inc. (United Airlines),SHV,"Shreveport, LA: Shreveport Regional",11,1,0.5600000023841858,0,0.4399999976158142,0,0,0,0,25,14,0,11,0,0
OO,SkyWest Airlines Inc. (United Airlines),SJC,"San Jose, CA: Norman Y. Mineta San Jose International",691,88,48.36000061035156,7.610000133514404,17.700000762939453,0.9599999785423279,13.380000114440918,0,0,4432,2080,508,712,23,1109
OO,SkyWest Airlines Inc. (United Airlines),SLC,"Salt Lake City, UT: Salt Lake City International",2708,297,175.30999755859375,37.939998626708984,51.54999923706055,1.9500000476837158,30.25,17,1,19054,12067,2736,2464,68,1719
OO,SkyWest Airlines Inc. (United Airlines),SLN,"Salina, KS: Salina Regional",62,7,3,0,3,0,1,2,1,465,262,0,75,0,128
OO,SkyWest Airlines Inc. (United Airlines),SMF,"Sacramento, CA: Sacramento International",685,101,48.88999938964844,6.880000114440918,19.18000030517578,0,26.049999237060547,2,1,5240,2925,329,1039,0,947
OO,SkyWest Airlines Inc. (United Airlines),SNA,"Santa Ana, CA: John Wayne Airport-Orange County",375,112,28.309999465942383,2.9600000381469727,52.66999816894531,0,28.059999465942383,2,0,5431,1134,194,2766,0,1337
OO,SkyWest Airlines Inc. (United Airlines),SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",62,9,4,1.100000023841858,1.899999976158142,1,1,0,0,580,163,28,95,72,222
OO,SkyWest Airlines Inc. (United Airlines),SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",11,4,1.0399999618530273,0,2.9600000381469727,0,0,0,0,92,24,0,68,0,0
OO,SkyWest Airlines Inc. (United Airlines),STL,"St. Louis, MO: St Louis Lambert International",14,5,1.6799999475479126,1,2.319999933242798,0,0,0,0,377,260,52,65,0,0
OO,SkyWest Airlines Inc. (United Airlines),STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",262,53,9.520000457763672,4.840000152587891,15.90999984741211,1.690000057220459,21.040000915527344,1,0,2339,497,307,629,44,862
OO,SkyWest Airlines Inc. (United Airlines),SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",232,26,9.180000305175781,3,11.819999694824219,0,2,6,8,1736,1097,179,380,0,80
OO,SkyWest Airlines Inc. (United Airlines),SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",62,11,5.690000057220459,0,3.5199999809265137,0,1.7899999618530273,2,0,530,291,0,129,0,110
OO,SkyWest Airlines Inc. (United Airlines),SYR,"Syracuse, NY: Syracuse Hancock International",35,5,4.550000190734863,0,0.44999998807907104,0,0,0,0,142,128,0,14,0,0
OO,SkyWest Airlines Inc. (United Airlines),TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OO,SkyWest Airlines Inc. (United Airlines),TUL,"Tulsa, OK: Tulsa International",225,26,15.630000114440918,1.1699999570846558,7.199999809265137,0,2,1,0,1273,726,35,341,0,171
OO,SkyWest Airlines Inc. (United Airlines),TUS,"Tucson, AZ: Tucson International",568,94,42.25,15.84000015258789,20.1200008392334,0,15.789999961853027,2,0,4811,1737,994,741,0,1339
OO,SkyWest Airlines Inc. (United Airlines),TVC,"Traverse City, MI: Cherry Capital",90,17,8.420000076293945,2.880000114440918,3.369999885559082,0,2.3299999237060547,0,0,1287,660,221,141,0,265
OO,SkyWest Airlines Inc. (United Airlines),TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",62,3,2,0.8600000143051147,0.14000000059604645,0,0,0,0,259,107,131,21,0,0
OO,SkyWest Airlines Inc. (United Airlines),TYR,"Tyler, TX: Tyler Pounds Regional",93,13,7.960000038146973,2.630000114440918,0.949999988079071,0,1.4600000381469727,2,0,1020,790,76,65,0,89
OO,SkyWest Airlines Inc. (United Airlines),TYS,"Knoxville, TN: McGhee Tyson",123,19,5.190000057220459,0,5.960000038146973,0,7.849999904632568,2,0,901,235,0,330,0,336
OO,SkyWest Airlines Inc. (United Airlines),VCT,"Victoria, TX: Victoria Regional",53,11,3.1600000858306885,4,2.8399999141693115,0,1,1,0,1267,176,947,111,0,33
OO,SkyWest Airlines Inc. (United Airlines),VLD,"Valdosta, GA: Valdosta Regional",45,10,7.179999828338623,1.1399999856948853,1.6799999475479126,0,0,0,0,758,560,136,62,0,0
OO,SkyWest Airlines Inc. (United Airlines),XNA,"Fayetteville, AR: Northwest Arkansas National",200,21,8.380000114440918,1,5.420000076293945,0.47999998927116394,5.71999979019165,5,0,1262,636,16,271,45,294
OO,SkyWest Airlines Inc. (United Airlines),XWA,"Williston, ND: Williston Basin International",150,30,13.970000267028809,4.809999942779541,6.21999979019165,0,5,5,1,1959,1386,193,200,0,180
OO,SkyWest Airlines Inc. (United Airlines),YUM,"Yuma, AZ: Yuma MCAS/Yuma International",103,5,2.549999952316284,0.8600000143051147,0.5899999737739563,0,1,0,0,1211,933,63,25,0,190
PT,Piedmont Airlines (American Airlines),AGS,"Augusta, GA: Augusta Regional at Bush Field",173,17,5.039999961853027,0.9900000095367432,9.050000190734863,0,1.9199999570846558,0,0,925,333,276,208,0,108
PT,Piedmont Airlines (American Airlines),ALB,"Albany, NY: Albany International",97,10,2.4100000858306885,1.7300000190734863,2.880000114440918,0,2.9800000190734863,1,0,3207,928,910,111,0,1258
PT,Piedmont Airlines (American Airlines),ART,"Watertown, NY: Watertown International",22,2,0,0,2,0,0,0,0,82,0,0,82,0,0
PT,Piedmont Airlines (American Airlines),AVL,"Asheville, NC: Asheville Regional",71,5,1,1.9900000095367432,0.11999999731779099,0,1.8899999856948853,0,0,386,18,235,14,0,119
PT,Piedmont Airlines (American Airlines),BDL,"Hartford, CT: Bradley International",58,3,2,0,1,0,0,0,0,317,302,0,15,0,0
PT,Piedmont Airlines (American Airlines),BGR,"Bangor, ME: Bangor International",62,8,0,2.75,5.25,0,0,1,0,1202,0,1081,121,0,0
PT,Piedmont Airlines (American Airlines),BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,Piedmont Airlines (American Airlines),BOS,"Boston, MA: Logan International",104,7,1,1,3.1700000762939453,0,1.8300000429153442,0,0,375,22,38,111,0,204
PT,Piedmont Airlines (American Airlines),BUF,"Buffalo, NY: Buffalo Niagara International",31,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PT,Piedmont Airlines (American Airlines),CAE,"Columbia, SC: Columbia Metropolitan",151,13,2.740000009536743,0.8199999928474426,3.4100000858306885,0,6.03000020980835,0,0,528,98,26,105,0,299
PT,Piedmont Airlines (American Airlines),CHA,"Chattanooga, TN: Lovell Field",102,10,5.519999980926514,1.5700000524520874,1.8700000047683716,0,1.0399999618530273,0,0,447,233,70,46,0,98
PT,Piedmont Airlines (American Airlines),CHO,"Charlottesville, VA: Charlottesville Albemarle",182,11,4.010000228881836,0,5.019999980926514,0,1.9800000190734863,0,3,295,144,0,114,0,37
PT,Piedmont Airlines (American Airlines),CLE,"Cleveland, OH: Cleveland-Hopkins International",62,9,2.950000047683716,1.0199999809265137,2.3499999046325684,0,2.6700000762939453,0,0,588,93,50,133,0,312
PT,Piedmont Airlines (American Airlines),CLT,"Charlotte, NC: Charlotte Douglas International",2846,340,67.56999969482422,33.040000915527344,106.66999816894531,0,132.72999572753906,0,4,23267,6233,3707,3169,0,10158
PT,Piedmont Airlines (American Airlines),CMH,"Columbus, OH: John Glenn Columbus International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,Piedmont Airlines (American Airlines),DSM,"Des Moines, IA: Des Moines International",31,5,0.10999999940395355,0,2,0,2.890000104904175,0,0,605,50,0,54,0,501
PT,Piedmont Airlines (American Airlines),ERI,"Erie, PA: Erie International/Tom Ridge Field",62,12,3.2100000381469727,0,7.789999961853027,0,1,0,2,1263,234,4,219,0,806
PT,Piedmont Airlines (American Airlines),EVV,"Evansville, IN: Evansville Regional",93,10,3.369999885559082,0,4.130000114440918,0,2.5,0,1,499,110,0,89,0,300
PT,Piedmont Airlines (American Airlines),EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",151,9,4.190000057220459,0,3.1600000858306885,0,1.659999966621399,0,0,309,149,0,60,0,100
PT,Piedmont Airlines (American Airlines),FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",124,9,1.2999999523162842,0.17000000178813934,3.4600000381469727,0,4.070000171661377,0,0,460,54,32,79,0,295
PT,Piedmont Airlines (American Airlines),FLO,"Florence, SC: Florence Regional",62,4,2.8299999237060547,0,1.1699999570846558,0,0,0,0,102,71,0,31,0,0
PT,Piedmont Airlines (American Airlines),FWA,"Fort Wayne, IN: Fort Wayne International",182,18,3.059999942779541,0,8.460000038146973,0,6.489999771118164,0,1,1512,229,0,195,0,1088
PT,Piedmont Airlines (American Airlines),GNV,"Gainesville, FL: Gainesville Regional",151,12,1.4900000095367432,1.809999942779541,5.449999809265137,0,3.25,0,0,664,73,165,229,0,197
PT,Piedmont Airlines (American Airlines),GRR,"Grand Rapids, MI: Gerald R. Ford International",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,Piedmont Airlines (American Airlines),GSO,"Greensboro/High Point, NC: Piedmont Triad International",89,3,0,0,3,0,0,0,0,53,0,0,53,0,0
PT,Piedmont Airlines (American Airlines),HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62,6,1.2400000095367432,0,3.3299999237060547,0,1.4299999475479126,0,0,228,40,0,94,0,94
PT,Piedmont Airlines (American Airlines),HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",62,6,1.9600000381469727,0.05000000074505806,3.0399999618530273,0,0.949999988079071,0,1,207,113,2,50,0,42
PT,Piedmont Airlines (American Airlines),ILM,"Wilmington, NC: Wilmington International",31,1,0,0,0.019999999552965164,0,0.9800000190734863,0,0,96,0,0,2,0,94
PT,Piedmont Airlines (American Airlines),JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",80,10,3.7899999618530273,1.7699999809265137,2.109999895095825,0,2.3399999141693115,0,3,487,162,222,53,0,50
PT,Piedmont Airlines (American Airlines),LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",120,8,5.21999979019165,0,1.090000033378601,0,1.7000000476837158,0,0,516,379,0,43,0,94
PT,Piedmont Airlines (American Airlines),MDT,"Harrisburg, PA: Harrisburg International",301,31,8.460000038146973,0,9.59000015258789,0,12.949999809265137,0,0,1593,551,0,285,0,757
PT,Piedmont Airlines (American Airlines),MGM,"Montgomery, AL: Montgomery Regional",62,7,2.240000009536743,0.9800000190734863,2.809999942779541,0,0.9599999785423279,0,1,346,89,39,117,0,101
WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2185,539,144.52999877929688,0.9399999976158142,91.01000213623047,3.309999942779541,299.2099914550781,11,1,27307,7196,103,3276,122,16610
WN,Southwest Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",222,57,18.25,0.75,6.46999979019165,0,31.530000686645508,0,0,3321,978,47,278,0,2018
WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",952,209,69.05000305175781,2.9200000762939453,54.20000076293945,0.6000000238418579,82.22000122070312,2,2,11057,3940,150,2771,26,4170
WN,Southwest Airlines,LGB,"Long Beach, CA: Long Beach Airport",1362,230,59.310001373291016,0.25999999046325684,41.529998779296875,0.05000000074505806,128.83999633789062,10,1,10803,3079,10,1258,7,6449
WN,Southwest Airlines,LIH,"Lihue, HI: Lihue Airport",283,34,12.069999694824219,0,6.269999980926514,0.20000000298023224,15.460000038146973,0,1,1353,463,0,166,7,717
WN,Southwest Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",238,69,28.1299991607666,1.8799999952316284,6.829999923706055,0,32.15999984741211,1,1,3202,1228,42,278,0,1654
WN,Southwest Airlines,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",310,57,10.789999961853027,0.12999999523162842,14.34000015258789,0.6899999976158142,31.059999465942383,1,1,3285,617,12,444,59,2153
WN,Southwest Airlines,MCI,"Kansas City, MO: Kansas City International",2171,467,120.18000030517578,3.700000047683716,92.98999786376953,1.340000033378601,248.7899932861328,15,7,26407,6363,660,4078,33,15273
WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",4450,1270,273.760009765625,20.450000762939453,512.5999755859375,1.7799999713897705,461.4200134277344,105,13,87697,18433,2298,34545,53,32368
WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",5996,1104,300.3999938964844,5.03000020980835,162.4199981689453,4.699999809265137,631.4400024414062,43,18,62594,16765,736,6128,442,38523
WN,Southwest Airlines,MEM,"Memphis, TN: Memphis International",326,85,27.670000076293945,0.7400000095367432,13.65999984741211,0,42.939998626708984,1,0,5021,1741,103,696,0,2481
WN,Southwest Airlines,MHT,"Manchester, NH: Manchester Boston Regional",233,54,16.75,0,10,0,27.25,2,0,2574,901,0,370,0,1303
WN,Southwest Airlines,MIA,"Miami, FL: Miami International",690,215,44.2599983215332,0.8999999761581421,104.22000122070312,0,65.62000274658203,13,3,14044,2660,70,7582,0,3732
WN,Southwest Airlines,MKE,"Milwaukee, WI: General Mitchell International",1024,290,97.19999694824219,3.1500000953674316,39.70000076293945,1.7100000381469727,148.24000549316406,11,2,18039,5732,296,1714,78,10219
WN,Southwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",671,140,41.9900016784668,1,28.219999313354492,1.9800000190734863,66.80999755859375,7,0,6423,1928,68,1111,37,3279
WN,Southwest Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1689,414,115.69000244140625,3.3399999141693115,97.01000213623047,2.549999952316284,195.38999938964844,11,6,22543,5599,214,4142,278,12310
WN,Southwest Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",103,18,7,0,3.009999990463257,0,7.989999771118164,0,0,650,292,0,118,0,240
WN,Southwest Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",174,39,18.979999542236328,0,4.110000133514404,0,15.90999984741211,0,1,1539,728,0,156,0,655
WN,Southwest Airlines,OAK,"Oakland, CA: Metro Oakland International",2960,580,166.14999389648438,0.3499999940395355,100.98999786376953,1.2799999713897705,311.239990234375,23,5,27792,7375,22,3202,178,17015
WN,Southwest Airlines,OGG,"Kahului, HI: Kahului Airport",639,71,27.56999969482422,0,17.56999969482422,1.6699999570846558,24.190000534057617,3,1,2988,1228,0,492,27,1241
WN,Southwest Airlines,OKC,"Oklahoma City, OK: Will Rogers World",583,135,42.52000045776367,0,22.690000534057617,0,69.79000091552734,5,0,7196,2148,0,797,0,4251
WN,Southwest Airlines,OMA,"Omaha, NE: Eppley Airfield",671,177,61.150001525878906,2.0899999141693115,29.3799991607666,0,84.37999725341797,4,0,8906,2647,87,1043,0,5129
WN,Southwest Airlines,ONT,"Ontario, CA: Ontario International",900,188,67.12999725341797,2.130000114440918,14.5,0.550000011920929,103.69000244140625,3,0,10017,3204,212,506,43,6052
WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",776,154,48.47999954223633,0.3100000023841858,42.27000045776367,0,62.95000076293945,8,1,8650,2548,32,2306,0,3764
WN,Southwest Airlines,ORF,"Norfolk, VA: Norfolk International",250,55,25.260000228881836,0,1.840000033378601,0,27.899999618530273,1,1,2539,1149,0,52,0,1338
WN,Southwest Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",304,90,23.100000381469727,4.429999828338623,37.720001220703125,0,24.75,4,0,6553,1540,500,2685,0,1828
WN,Southwest Airlines,PDX,"Portland, OR: Portland International",769,148,45.459999084472656,0.9900000095367432,15.210000038146973,0,86.33999633789062,4,0,8013,1961,274,509,0,5269
WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",414,119,39.540000915527344,1.6100000143051147,16.940000534057617,0,60.90999984741211,4,0,6865,1854,133,1385,0,3493
WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5755,1277,351.489990234375,3.950000047683716,295.0799865722656,1.7699999809265137,624.7100219726562,38,5,65233,17790,259,10501,41,36642
WN,Southwest Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",934,236,86.7300033569336,2.1700000762939453,35.93000030517578,1.1299999952316284,110.04000091552734,14,1,13789,4607,336,1418,31,7397
WN,Southwest Airlines,PNS,"Pensacola, FL: Pensacola International",196,41,13.850000381469727,0,8.619999885559082,0,18.520000457763672,0,2,2180,825,0,351,0,1004
WN,Southwest Airlines,PSP,"Palm Springs, CA: Palm Springs International",329,71,20.040000915527344,0.6800000071525574,9.640000343322754,0,40.650001525878906,2,4,3840,925,27,279,0,2609
WN,Southwest Airlines,PVD,"Providence, RI: Rhode Island Tf Green International",387,107,38.459999084472656,1.5,10.279999732971191,0,56.7599983215332,4,1,6785,2044,207,515,0,4019
WN,Southwest Airlines,PWM,"Portland, ME: Portland International Jetport",96,25,7.789999961853027,0,3.200000047683716,0,14.010000228881836,1,0,1366,300,0,132,0,934
WN,Southwest Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",763,179,69.75,0.019999999552965164,30.3700008392334,1,77.86000061035156,3,1,9707,3571,2,1288,18,4828
WN,Southwest Airlines,RIC,"Richmond, VA: Richmond International",140,25,7.880000114440918,0,1.590000033378601,0.23999999463558197,15.289999961853027,0,0,1124,384,0,73,24,643
WN,Southwest Airlines,RNO,"Reno, NV: Reno/Tahoe International",738,156,48.630001068115234,0.7300000190734863,18.079999923706055,1.809999942779541,86.75,13,2,8656,2368,45,847,57,5339
WN,Southwest Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",166,36,16.6299991607666,0,4.75,0.20000000298023224,14.420000076293945,1,0,2048,1203,0,231,10,604
