year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,3,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",375.00,63.00,42.12,8.86,12.02,0.00,0.00,0.00,1.00,5757.00,4267.00,645.00,845.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",62.00,6.00,2.69,2.29,1.03,0.00,0.00,0.00,0.00,291.00,186.00,46.00,59.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",110.00,24.00,7.91,1.00,6.39,0.00,8.69,1.00,1.00,1110.00,257.00,123.00,168.00,0.00,562.00
2024,3,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",43.00,3.00,0.87,0.00,0.84,0.00,1.29,0.00,0.00,246.00,164.00,0.00,44.00,0.00,38.00
2024,3,OO,SkyWest Airlines Inc.,LRD,"Laredo, TX: Laredo International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",93.00,10.00,5.99,0.00,3.03,0.00,0.97,1.00,0.00,1197.00,1040.00,0.00,107.00,0.00,50.00
2024,3,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",194.00,21.00,9.60,0.93,5.74,0.00,4.72,4.00,0.00,1217.00,448.00,153.00,196.00,0.00,420.00
2024,3,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",172.00,29.00,18.11,2.82,4.44,0.00,3.63,0.00,0.00,2418.00,1796.00,145.00,168.00,0.00,309.00
2024,3,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",74.00,14.00,6.42,0.00,6.58,0.00,1.00,0.00,0.00,567.00,320.00,0.00,180.00,0.00,67.00
2024,3,OO,SkyWest Airlines Inc.,MCW,"Mason City, IA: Mason City Municipal",53.00,10.00,3.69,1.00,0.33,0.00,4.98,0.00,0.00,1831.00,1178.00,51.00,68.00,0.00,534.00
2024,3,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",24.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,72.00,57.00,15.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",176.00,31.00,19.65,5.12,6.22,0.00,0.00,1.00,0.00,1427.00,917.00,252.00,258.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,MEI,"Meridian, MS: Key Field",53.00,8.00,3.98,0.00,0.18,0.00,3.85,2.00,0.00,2921.00,2630.00,0.00,26.00,0.00,265.00
2024,3,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",42.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,84.00,52.00,0.00,0.00,0.00,32.00
2024,3,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",223.00,25.00,16.55,0.20,7.24,0.00,1.00,1.00,0.00,1921.00,790.00,24.00,1057.00,0.00,50.00
2024,3,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",62.00,12.00,5.70,6.00,0.30,0.00,0.00,0.00,0.00,566.00,237.00,320.00,9.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",324.00,50.00,20.32,5.38,13.15,0.00,11.15,1.00,0.00,3145.00,1672.00,351.00,462.00,0.00,660.00
2024,3,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad Cities International",132.00,21.00,6.08,0.00,5.96,0.00,8.96,0.00,1.00,1299.00,399.00,0.00,318.00,0.00,582.00
2024,3,OO,SkyWest Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",18.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,71.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",155.00,20.00,13.21,1.55,3.24,0.00,2.00,6.00,0.00,1698.00,956.00,305.00,152.00,0.00,285.00
2024,3,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",228.00,25.00,3.71,1.00,16.25,0.00,4.05,1.00,0.00,962.00,181.00,60.00,497.00,0.00,224.00
2024,3,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",186.00,30.00,17.66,2.38,5.43,0.00,4.53,0.00,0.00,2983.00,2268.00,117.00,286.00,0.00,312.00
2024,3,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",80.00,6.00,3.47,1.00,0.59,0.00,0.94,0.00,0.00,494.00,424.00,29.00,26.00,0.00,15.00
2024,3,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2204.00,251.00,139.04,70.20,39.75,0.00,2.00,36.00,1.00,25205.00,15918.00,6904.00,2307.00,0.00,76.00
2024,3,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",106.00,16.00,4.82,1.87,7.45,0.00,1.86,1.00,0.00,780.00,267.00,155.00,289.00,0.00,69.00
2024,3,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",187.00,29.00,14.30,4.44,4.37,1.00,4.90,1.00,0.00,1347.00,545.00,230.00,333.00,54.00,185.00
2024,3,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",443.00,52.00,25.36,5.42,12.09,0.00,9.14,4.00,0.00,2949.00,1434.00,339.00,451.00,0.00,725.00
2024,3,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",341.00,55.00,39.11,4.01,10.32,0.55,1.00,1.00,0.00,2933.00,2337.00,146.00,397.00,36.00,17.00
2024,3,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",142.00,22.00,8.87,1.00,8.19,0.00,3.94,1.00,0.00,1420.00,566.00,53.00,428.00,0.00,373.00
2024,3,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3986.00,603.00,234.81,44.87,148.12,5.80,169.41,33.00,9.00,53848.00,26900.00,4588.00,7396.00,214.00,14750.00
2024,3,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",19.00,3.00,0.54,0.00,1.46,0.00,1.00,1.00,2.00,212.00,22.00,0.00,44.00,0.00,146.00
2024,3,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",933.00,143.00,55.28,7.58,33.56,4.78,41.81,2.00,0.00,7374.00,2560.00,391.00,1547.00,216.00,2660.00
2024,3,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",45.00,7.00,5.86,0.92,0.22,0.00,0.00,0.00,0.00,586.00,506.00,71.00,9.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2171.00,302.00,187.85,24.10,53.55,3.28,33.23,10.00,4.00,21769.00,13976.00,2820.00,2309.00,462.00,2202.00
2024,3,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",89.00,16.00,6.83,1.00,1.82,0.00,6.35,0.00,1.00,1171.00,631.00,93.00,93.00,0.00,354.00
2024,3,OO,SkyWest Airlines Inc.,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",53.00,11.00,2.95,1.73,4.44,0.00,1.88,1.00,0.00,869.00,202.00,338.00,151.00,0.00,178.00
2024,3,OO,SkyWest Airlines Inc.,PIH,"Pocatello, ID: Pocatello Regional",62.00,6.00,3.99,1.63,0.38,0.00,0.00,0.00,0.00,871.00,815.00,43.00,13.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",103.00,16.00,8.60,5.28,2.12,0.00,0.00,1.00,0.00,975.00,429.00,438.00,108.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",54.00,9.00,7.90,1.00,0.10,0.00,0.00,0.00,0.00,378.00,352.00,22.00,4.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",29.00,4.00,0.88,0.77,2.35,0.00,0.00,0.00,0.00,174.00,36.00,51.00,87.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",62.00,11.00,2.03,0.00,3.19,0.00,5.77,2.00,0.00,1344.00,112.00,0.00,75.00,0.00,1157.00
2024,3,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",337.00,28.00,13.09,1.33,9.86,0.00,3.71,2.00,0.00,1490.00,753.00,71.00,423.00,0.00,243.00
2024,3,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",523.00,109.00,34.16,4.89,40.73,0.97,28.25,9.00,6.00,6011.00,1696.00,276.00,2192.00,69.00,1778.00
2024,3,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",31.00,8.00,3.54,0.00,1.58,0.00,2.89,1.00,0.00,463.00,239.00,0.00,67.00,0.00,157.00
2024,3,OO,SkyWest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",146.00,17.00,9.44,0.76,4.81,0.00,2.00,4.00,0.00,805.00,335.00,125.00,232.00,0.00,113.00
2024,3,OO,SkyWest Airlines Inc.,RDD,"Redding, CA: Redding Regional",109.00,15.00,2.82,1.00,10.36,0.00,0.82,0.00,0.00,653.00,116.00,60.00,454.00,0.00,23.00
2024,3,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",366.00,51.00,22.80,3.66,18.34,0.44,5.77,2.00,1.00,2391.00,827.00,187.00,938.00,7.00,432.00
2024,3,OO,SkyWest Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",62.00,4.00,3.00,0.00,1.00,0.00,0.00,2.00,0.00,201.00,98.00,0.00,103.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,RIC,"Richmond, VA: Richmond International",51.00,5.00,3.00,1.02,0.98,0.00,0.00,0.00,0.00,365.00,139.00,192.00,34.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,RIW,"Riverton/Lander, WY: Central Wyoming Regional",40.00,3.00,0.00,1.00,2.00,0.00,0.00,2.00,0.00,166.00,0.00,116.00,50.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",40.00,5.00,0.00,0.00,3.00,0.00,2.00,3.00,2.00,248.00,0.00,0.00,71.00,0.00,177.00
2024,3,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",304.00,38.00,20.66,4.41,7.09,1.00,4.84,2.00,1.00,1981.00,963.00,293.00,260.00,35.00,430.00
2024,3,OO,SkyWest Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",61.00,6.00,3.33,0.00,2.67,0.00,0.00,0.00,0.00,336.00,268.00,0.00,68.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",50.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,188.00,0.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,RST,"Rochester, MN: Rochester International",79.00,10.00,7.26,0.93,1.82,0.00,0.00,2.00,0.00,1450.00,374.00,843.00,233.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",93.00,10.00,2.00,4.65,1.35,0.00,2.00,1.00,0.00,786.00,101.00,468.00,171.00,0.00,46.00
2024,3,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",982.00,242.00,101.50,9.02,71.85,1.23,58.41,6.00,2.00,12050.00,4301.00,481.00,3796.00,98.00,3374.00
2024,3,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",32.00,6.00,3.85,0.00,2.15,0.00,0.00,0.00,0.00,377.00,322.00,0.00,55.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",125.00,21.00,6.45,4.99,2.43,0.89,6.23,0.00,1.00,2957.00,765.00,905.00,116.00,92.00,1079.00
2024,3,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",368.00,71.00,43.49,7.39,12.38,0.00,7.74,1.00,1.00,6168.00,4344.00,553.00,665.00,0.00,606.00
2024,3,OO,SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA: San Luis County Regional",320.00,49.00,21.76,1.84,16.99,0.00,8.41,5.00,1.00,2002.00,941.00,178.00,628.00,0.00,255.00
2024,3,OO,SkyWest Airlines Inc.,SCE,"State College, PA: University Park",63.00,6.00,0.50,0.00,3.46,0.00,2.04,0.00,0.00,235.00,11.00,0.00,77.00,0.00,147.00
2024,3,OO,SkyWest Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",156.00,19.00,12.20,2.85,3.95,0.00,0.00,1.00,1.00,929.00,611.00,157.00,161.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2101.00,253.00,130.19,25.76,73.45,1.00,22.59,0.00,0.00,12787.00,6224.00,1650.00,3727.00,76.00,1110.00
2024,3,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2869.00,1340.00,168.37,31.90,992.82,2.17,144.74,41.00,29.00,81349.00,10774.00,2194.00,56698.00,99.00,11584.00
2024,3,OO,SkyWest Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",97.00,15.00,5.78,0.00,5.54,0.00,3.68,1.00,0.00,643.00,328.00,0.00,187.00,0.00,128.00
2024,3,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Regional",224.00,21.00,13.27,1.12,3.61,0.00,3.00,2.00,1.00,1117.00,770.00,90.00,156.00,0.00,101.00
2024,3,OO,SkyWest Airlines Inc.,SHR,"Sheridan, WY: Sheridan County",62.00,5.00,1.42,0.00,3.25,0.00,0.33,3.00,0.00,173.00,90.00,0.00,77.00,0.00,6.00
2024,3,OO,SkyWest Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",11.00,1.00,0.56,0.00,0.44,0.00,0.00,0.00,0.00,25.00,14.00,0.00,11.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",691.00,88.00,48.36,7.61,17.70,0.96,13.38,0.00,0.00,4432.00,2080.00,508.00,712.00,23.00,1109.00
2024,3,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2708.00,297.00,175.31,37.94,51.55,1.95,30.25,17.00,1.00,19054.00,12067.00,2736.00,2464.00,68.00,1719.00
2024,3,OO,SkyWest Airlines Inc.,SLN,"Salina, KS: Salina Regional",62.00,7.00,3.00,0.00,3.00,0.00,1.00,2.00,1.00,465.00,262.00,0.00,75.00,0.00,128.00
2024,3,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",685.00,101.00,48.89,6.88,19.18,0.00,26.05,2.00,1.00,5240.00,2925.00,329.00,1039.00,0.00,947.00
2024,3,OO,SkyWest Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",375.00,112.00,28.31,2.96,52.67,0.00,28.06,2.00,0.00,5431.00,1134.00,194.00,2766.00,0.00,1337.00
2024,3,OO,SkyWest Airlines Inc.,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",62.00,9.00,4.00,1.10,1.90,1.00,1.00,0.00,0.00,580.00,163.00,28.00,95.00,72.00,222.00
2024,3,OO,SkyWest Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",11.00,4.00,1.04,0.00,2.96,0.00,0.00,0.00,0.00,92.00,24.00,0.00,68.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",14.00,5.00,1.68,1.00,2.32,0.00,0.00,0.00,0.00,377.00,260.00,52.00,65.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",262.00,53.00,9.52,4.84,15.91,1.69,21.04,1.00,0.00,2339.00,497.00,307.00,629.00,44.00,862.00
2024,3,OO,SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",232.00,26.00,9.18,3.00,11.82,0.00,2.00,6.00,8.00,1736.00,1097.00,179.00,380.00,0.00,80.00
2024,3,OO,SkyWest Airlines Inc.,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",62.00,11.00,5.69,0.00,3.52,0.00,1.79,2.00,0.00,530.00,291.00,0.00,129.00,0.00,110.00
2024,3,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",35.00,5.00,4.55,0.00,0.45,0.00,0.00,0.00,0.00,142.00,128.00,0.00,14.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",225.00,26.00,15.63,1.17,7.20,0.00,2.00,1.00,0.00,1273.00,726.00,35.00,341.00,0.00,171.00
2024,3,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",568.00,94.00,42.25,15.84,20.12,0.00,15.79,2.00,0.00,4811.00,1737.00,994.00,741.00,0.00,1339.00
2024,3,OO,SkyWest Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",90.00,17.00,8.42,2.88,3.37,0.00,2.33,0.00,0.00,1287.00,660.00,221.00,141.00,0.00,265.00
2024,3,OO,SkyWest Airlines Inc.,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",62.00,3.00,2.00,0.86,0.14,0.00,0.00,0.00,0.00,259.00,107.00,131.00,21.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,TYR,"Tyler, TX: Tyler Pounds Regional",93.00,13.00,7.96,2.63,0.95,0.00,1.46,2.00,0.00,1020.00,790.00,76.00,65.00,0.00,89.00
2024,3,OO,SkyWest Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",123.00,19.00,5.19,0.00,5.96,0.00,7.85,2.00,0.00,901.00,235.00,0.00,330.00,0.00,336.00
2024,3,OO,SkyWest Airlines Inc.,VCT,"Victoria, TX: Victoria Regional",53.00,11.00,3.16,4.00,2.84,0.00,1.00,1.00,0.00,1267.00,176.00,947.00,111.00,0.00,33.00
2024,3,OO,SkyWest Airlines Inc.,VLD,"Valdosta, GA: Valdosta Regional",45.00,10.00,7.18,1.14,1.68,0.00,0.00,0.00,0.00,758.00,560.00,136.00,62.00,0.00,0.00
2024,3,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",200.00,21.00,8.38,1.00,5.42,0.48,5.72,5.00,0.00,1262.00,636.00,16.00,271.00,45.00,294.00
2024,3,OO,SkyWest Airlines Inc.,XWA,"Williston, ND: Williston Basin International",150.00,30.00,13.97,4.81,6.22,0.00,5.00,5.00,1.00,1959.00,1386.00,193.00,200.00,0.00,180.00
2024,3,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",103.00,5.00,2.55,0.86,0.59,0.00,1.00,0.00,0.00,1211.00,933.00,63.00,25.00,0.00,190.00
2024,3,PT,Piedmont Airlines,AGS,"Augusta, GA: Augusta Regional at Bush Field",173.00,17.00,5.04,0.99,9.05,0.00,1.92,0.00,0.00,925.00,333.00,276.00,208.00,0.00,108.00
2024,3,PT,Piedmont Airlines,ALB,"Albany, NY: Albany International",97.00,10.00,2.41,1.73,2.88,0.00,2.98,1.00,0.00,3207.00,928.00,910.00,111.00,0.00,1258.00
2024,3,PT,Piedmont Airlines,ART,"Watertown, NY: Watertown International",22.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,82.00,0.00,0.00,82.00,0.00,0.00
2024,3,PT,Piedmont Airlines,AVL,"Asheville, NC: Asheville Regional",71.00,5.00,1.00,1.99,0.12,0.00,1.89,0.00,0.00,386.00,18.00,235.00,14.00,0.00,119.00
2024,3,PT,Piedmont Airlines,BDL,"Hartford, CT: Bradley International",58.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,317.00,302.00,0.00,15.00,0.00,0.00
2024,3,PT,Piedmont Airlines,BGR,"Bangor, ME: Bangor International",62.00,8.00,0.00,2.75,5.25,0.00,0.00,1.00,0.00,1202.00,0.00,1081.00,121.00,0.00,0.00
2024,3,PT,Piedmont Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,BOS,"Boston, MA: Logan International",104.00,7.00,1.00,1.00,3.17,0.00,1.83,0.00,0.00,375.00,22.00,38.00,111.00,0.00,204.00
2024,3,PT,Piedmont Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,CAE,"Columbia, SC: Columbia Metropolitan",151.00,13.00,2.74,0.82,3.41,0.00,6.03,0.00,0.00,528.00,98.00,26.00,105.00,0.00,299.00
2024,3,PT,Piedmont Airlines,CHA,"Chattanooga, TN: Lovell Field",102.00,10.00,5.52,1.57,1.87,0.00,1.04,0.00,0.00,447.00,233.00,70.00,46.00,0.00,98.00
2024,3,PT,Piedmont Airlines,CHO,"Charlottesville, VA: Charlottesville Albemarle",182.00,11.00,4.01,0.00,5.02,0.00,1.98,0.00,3.00,295.00,144.00,0.00,114.00,0.00,37.00
2024,3,PT,Piedmont Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",62.00,9.00,2.95,1.02,2.35,0.00,2.67,0.00,0.00,588.00,93.00,50.00,133.00,0.00,312.00
2024,3,PT,Piedmont Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",2846.00,340.00,67.57,33.04,106.67,0.00,132.73,0.00,4.00,23267.00,6233.00,3707.00,3169.00,0.00,10158.00
2024,3,PT,Piedmont Airlines,CMH,"Columbus, OH: John Glenn Columbus International",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,DSM,"Des Moines, IA: Des Moines International",31.00,5.00,0.11,0.00,2.00,0.00,2.89,0.00,0.00,605.00,50.00,0.00,54.00,0.00,501.00
2024,3,PT,Piedmont Airlines,ERI,"Erie, PA: Erie International/Tom Ridge Field",62.00,12.00,3.21,0.00,7.79,0.00,1.00,0.00,2.00,1263.00,234.00,4.00,219.00,0.00,806.00
2024,3,PT,Piedmont Airlines,EVV,"Evansville, IN: Evansville Regional",93.00,10.00,3.37,0.00,4.13,0.00,2.50,0.00,1.00,499.00,110.00,0.00,89.00,0.00,300.00
2024,3,PT,Piedmont Airlines,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",151.00,9.00,4.19,0.00,3.16,0.00,1.66,0.00,0.00,309.00,149.00,0.00,60.00,0.00,100.00
2024,3,PT,Piedmont Airlines,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",124.00,9.00,1.30,0.17,3.46,0.00,4.07,0.00,0.00,460.00,54.00,32.00,79.00,0.00,295.00
2024,3,PT,Piedmont Airlines,FLO,"Florence, SC: Florence Regional",62.00,4.00,2.83,0.00,1.17,0.00,0.00,0.00,0.00,102.00,71.00,0.00,31.00,0.00,0.00
2024,3,PT,Piedmont Airlines,FWA,"Fort Wayne, IN: Fort Wayne International",182.00,18.00,3.06,0.00,8.46,0.00,6.49,0.00,1.00,1512.00,229.00,0.00,195.00,0.00,1088.00
2024,3,PT,Piedmont Airlines,GNV,"Gainesville, FL: Gainesville Regional",151.00,12.00,1.49,1.81,5.45,0.00,3.25,0.00,0.00,664.00,73.00,165.00,229.00,0.00,197.00
2024,3,PT,Piedmont Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",89.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,53.00,0.00,0.00
2024,3,PT,Piedmont Airlines,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62.00,6.00,1.24,0.00,3.33,0.00,1.43,0.00,0.00,228.00,40.00,0.00,94.00,0.00,94.00
2024,3,PT,Piedmont Airlines,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",62.00,6.00,1.96,0.05,3.04,0.00,0.95,0.00,1.00,207.00,113.00,2.00,50.00,0.00,42.00
2024,3,PT,Piedmont Airlines,ILM,"Wilmington, NC: Wilmington International",31.00,1.00,0.00,0.00,0.02,0.00,0.98,0.00,0.00,96.00,0.00,0.00,2.00,0.00,94.00
2024,3,PT,Piedmont Airlines,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",80.00,10.00,3.79,1.77,2.11,0.00,2.34,0.00,3.00,487.00,162.00,222.00,53.00,0.00,50.00
2024,3,PT,Piedmont Airlines,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",120.00,8.00,5.22,0.00,1.09,0.00,1.70,0.00,0.00,516.00,379.00,0.00,43.00,0.00,94.00
2024,3,PT,Piedmont Airlines,MDT,"Harrisburg, PA: Harrisburg International",301.00,31.00,8.46,0.00,9.59,0.00,12.95,0.00,0.00,1593.00,551.00,0.00,285.00,0.00,757.00
2024,3,PT,Piedmont Airlines,MGM,"Montgomery, AL: Montgomery Regional",62.00,7.00,2.24,0.98,2.81,0.00,0.96,0.00,1.00,346.00,89.00,39.00,117.00,0.00,101.00
2024,3,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2185.00,539.00,144.53,0.94,91.01,3.31,299.21,11.00,1.00,27307.00,7196.00,103.00,3276.00,122.00,16610.00
2024,3,WN,Southwest Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",222.00,57.00,18.25,0.75,6.47,0.00,31.53,0.00,0.00,3321.00,978.00,47.00,278.00,0.00,2018.00
2024,3,WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",952.00,209.00,69.05,2.92,54.20,0.60,82.22,2.00,2.00,11057.00,3940.00,150.00,2771.00,26.00,4170.00
